query,iteration,elapsed_time_seconds,power_shard1_watts,power_shard2_watts,power_shard3_watts,power_total_watts,timestamp
Q3_Shipping_Priority,1,82.694,0.312835,0.291140,0.252211,0.856186,2026-01-17T20:08:40.873819
Q3_Shipping_Priority,1,85.048,0.363163,0.263691,0.273545,0.900399,2026-01-17T20:08:43.230365
Q3_Shipping_Priority,1,87.404,0.310485,0.295241,0.257458,0.863185,2026-01-17T20:08:45.589996
Q3_Shipping_Priority,1,89.764,0.302097,0.270858,0.267078,0.840033,2026-01-17T20:08:47.943173
Q3_Shipping_Priority,1,92.117,0.324183,0.297238,0.262126,0.883547,2026-01-17T20:08:50.293804
Q3_Shipping_Priority,1,94.468,0.331130,0.267785,0.263968,0.862883,2026-01-17T20:08:52.663953
Q3_Shipping_Priority,1,96.838,0.357488,0.255250,0.254949,0.867687,2026-01-17T20:08:55.018111
Q3_Shipping_Priority,1,99.192,0.402511,0.268298,0.269536,0.940345,2026-01-17T20:08:57.380230
Q3_Shipping_Priority,1,101.554,0.325386,0.274443,0.248734,0.848563,2026-01-17T20:08:59.750846
Q3_Shipping_Priority,1,103.925,0.320269,0.266031,0.266188,0.852487,2026-01-17T20:09:02.099144
Q3_Shipping_Priority,1,106.273,0.367967,0.258473,0.256660,0.883101,2026-01-17T20:09:04.478450
Q3_Shipping_Priority,1,108.653,0.306503,0.247730,0.267017,0.821249,2026-01-17T20:09:06.826430
Q3_Shipping_Priority,1,111.000,0.293690,0.270136,0.257212,0.821037,2026-01-17T20:09:09.183112
Q3_Shipping_Priority,1,113.357,0.308447,0.296457,0.261114,0.866018,2026-01-17T20:09:11.537105
Q3_Shipping_Priority,1,115.711,0.351803,0.256979,0.255142,0.863924,2026-01-17T20:09:13.915375
Q3_Shipping_Priority,1,118.089,0.319545,0.269682,0.264062,0.853290,2026-01-17T20:09:16.279191
Q3_Shipping_Priority,1,120.453,0.305388,0.262396,0.245032,0.812816,2026-01-17T20:09:18.645616
Q3_Shipping_Priority,1,122.820,0.309453,0.271839,0.308818,0.890110,2026-01-17T20:09:20.998242
Q3_Shipping_Priority,1,125.172,0.359738,0.263359,0.276436,0.899532,2026-01-17T20:09:23.385157
Q3_Shipping_Priority,1,127.559,0.316324,0.247821,0.247227,0.811372,2026-01-17T20:09:25.742889
Q3_Shipping_Priority,1,129.917,0.325865,0.253852,0.269207,0.848924,2026-01-17T20:09:28.103025
Q3_Shipping_Priority,1,132.277,0.329864,0.270891,0.270951,0.871706,2026-01-17T20:09:30.460565
Q3_Shipping_Priority,1,134.635,0.298454,0.271989,0.278198,0.848641,2026-01-17T20:09:32.830590
Q3_Shipping_Priority,1,137.005,0.364863,0.249788,0.253980,0.868631,2026-01-17T20:09:35.192413
Q3_Shipping_Priority,1,139.366,0.294536,0.262570,0.258050,0.815156,2026-01-17T20:09:37.551458
Q3_Shipping_Priority,1,141.726,0.330931,0.266177,0.265106,0.862213,2026-01-17T20:09:39.909159
Q3_Shipping_Priority,1,144.083,0.314805,0.263868,0.247863,0.826535,2026-01-17T20:09:42.264661
Q3_Shipping_Priority,1,146.439,0.372283,0.251761,0.272352,0.896395,2026-01-17T20:09:44.628743
Q3_Shipping_Priority,1,148.803,0.306239,0.321323,0.274335,0.901898,2026-01-17T20:09:46.987734
Q3_Shipping_Priority,1,151.162,0.325279,0.273997,0.269981,0.869257,2026-01-17T20:09:49.353504
Q3_Shipping_Priority,1,153.528,0.297887,0.294173,0.253991,0.846051,2026-01-17T20:09:51.736457
Q3_Shipping_Priority,1,155.911,0.340461,0.252024,0.252764,0.845249,2026-01-17T20:09:54.101071
Q3_Shipping_Priority,1,158.275,0.316715,0.271730,0.264282,0.852728,2026-01-17T20:09:56.457894
Q3_Shipping_Priority,1,160.632,0.372316,0.268528,0.284867,0.925712,2026-01-17T20:09:58.825459
Q3_Shipping_Priority,1,163.000,0.307291,0.272421,0.269143,0.848855,2026-01-17T20:10:01.188980
Q3_Shipping_Priority,1,165.363,0.351716,0.250800,0.240820,0.843336,2026-01-17T20:10:03.557911
Q3_Shipping_Priority,1,167.732,0.309519,0.265567,0.263032,0.838118,2026-01-17T20:10:05.933082
Q3_Shipping_Priority,1,170.107,0.297573,0.272520,0.263099,0.833192,2026-01-17T20:10:08.317015
Q3_Shipping_Priority,1,172.491,0.310167,0.256976,0.249299,0.816441,2026-01-17T20:10:10.676045
Q3_Shipping_Priority,1,174.850,0.293295,0.261955,0.269584,0.824834,2026-01-17T20:10:13.027599
Q3_Shipping_Priority,1,177.202,0.361247,0.264835,0.247430,0.873512,2026-01-17T20:10:15.385557
Q3_Shipping_Priority,1,179.560,0.313627,0.247418,0.251387,0.812431,2026-01-17T20:10:17.749394
Q3_Shipping_Priority,1,181.923,0.299732,0.254263,0.301258,0.855252,2026-01-17T20:10:20.107574
Q3_Shipping_Priority,1,184.282,0.288010,0.253852,0.257783,0.799644,2026-01-17T20:10:22.461200
Q3_Shipping_Priority,1,186.635,0.366401,0.260300,0.268098,0.894799,2026-01-17T20:10:24.817987
Q3_Shipping_Priority,1,188.992,0.319823,0.255682,0.272968,0.848472,2026-01-17T20:10:27.187473
Q3_Shipping_Priority,1,191.362,0.326136,0.278290,0.275865,0.880291,2026-01-17T20:10:29.551409
Q3_Shipping_Priority,1,193.725,0.283268,0.248071,0.248936,0.780275,2026-01-17T20:10:31.901758
Q3_Shipping_Priority,1,196.076,0.359086,0.271158,0.252320,0.882563,2026-01-17T20:10:34.255614
Q3_Shipping_Priority,1,198.430,0.324390,0.237666,0.259409,0.821465,2026-01-17T20:10:36.602079
Q3_Shipping_Priority,1,200.776,0.310738,0.283087,0.279581,0.873406,2026-01-17T20:10:38.954824
Q3_Shipping_Priority,1,203.129,0.296491,0.253769,0.261532,0.811792,2026-01-17T20:10:41.315870
Q3_Shipping_Priority,1,205.490,0.322954,0.260967,0.316120,0.900041,2026-01-17T20:10:43.669278
Q3_Shipping_Priority,1,207.843,0.348687,0.293288,0.241997,0.883971,2026-01-17T20:10:46.035200
Q3_Shipping_Priority,1,210.209,0.325071,0.295770,0.276460,0.897300,2026-01-17T20:10:48.388010
Q3_Shipping_Priority,1,212.562,0.293559,0.289867,0.243928,0.827354,2026-01-17T20:10:50.750286
Q3_Shipping_Priority,1,214.924,0.297302,0.278729,0.254495,0.830526,2026-01-17T20:10:53.117811
Q3_Shipping_Priority,1,217.292,0.366569,0.265680,0.240092,0.872341,2026-01-17T20:10:55.482482
Q3_Shipping_Priority,1,219.657,0.349674,0.257020,0.248848,0.855543,2026-01-17T20:10:57.830655
Q3_Shipping_Priority,1,222.005,0.300694,0.268479,0.273028,0.842200,2026-01-17T20:11:00.182894
Q3_Shipping_Priority,1,224.357,0.298402,0.247827,0.236596,0.782824,2026-01-17T20:11:02.529755
Q3_Shipping_Priority,1,226.704,0.356741,0.240631,0.253142,0.850515,2026-01-17T20:11:04.896975
Q3_Shipping_Priority,1,229.071,0.293496,0.273975,0.254034,0.821505,2026-01-17T20:11:07.254167
Q3_Shipping_Priority,1,231.428,0.345745,0.249541,0.261375,0.856660,2026-01-17T20:11:09.606549
Q3_Shipping_Priority,1,233.781,0.296974,0.258195,0.270857,0.826025,2026-01-17T20:11:11.950513
Q3_Shipping_Priority,1,236.125,0.344652,0.270395,0.259719,0.874766,2026-01-17T20:11:14.309697
Q3_Shipping_Priority,1,238.484,0.320905,0.262378,0.250411,0.833694,2026-01-17T20:11:16.658879
Q3_Shipping_Priority,1,240.833,0.293087,0.341977,0.260522,0.895586,2026-01-17T20:11:19.027744
Q3_Shipping_Priority,1,243.202,0.308209,0.254342,0.345303,0.907854,2026-01-17T20:11:21.386552
Q3_Shipping_Priority,1,245.561,0.293475,0.254320,0.256211,0.804005,2026-01-17T20:11:23.751641
Q3_Shipping_Priority,1,247.926,0.344912,0.245623,0.247889,0.838424,2026-01-17T20:11:26.109038
Q3_Shipping_Priority,1,250.283,0.296173,0.244289,0.238936,0.779398,2026-01-17T20:11:28.466755
Q3_Shipping_Priority,1,252.641,0.306084,0.255759,0.245569,0.807413,2026-01-17T20:11:30.827304
Q3_Shipping_Priority,1,255.001,0.292966,0.258955,0.254649,0.806570,2026-01-17T20:11:33.188314
Q3_Shipping_Priority,1,257.362,0.331183,0.249931,0.241726,0.822840,2026-01-17T20:11:35.549282
Q3_Shipping_Priority,1,259.723,0.301150,0.251313,0.256570,0.809033,2026-01-17T20:11:37.892951
Q3_Shipping_Priority,1,262.067,0.321846,0.280829,0.261331,0.864006,2026-01-17T20:11:40.245179
Q3_Shipping_Priority,1,264.419,0.301541,0.257263,0.256156,0.814960,2026-01-17T20:11:42.594438
Q3_Shipping_Priority,1,266.768,0.366625,0.265844,0.246978,0.879447,2026-01-17T20:11:44.948684
Q3_Shipping_Priority,1,269.123,0.295101,0.339078,0.269668,0.903847,2026-01-17T20:11:47.313388
Q3_Shipping_Priority,1,271.487,0.334554,0.290357,0.263058,0.887969,2026-01-17T20:11:49.662441
Q3_Shipping_Priority,1,273.836,0.300182,0.277855,0.279908,0.857944,2026-01-17T20:11:52.018503
Q3_Shipping_Priority,1,276.193,0.384414,0.258148,0.250265,0.892828,2026-01-17T20:11:54.372099
Q3_Shipping_Priority,1,278.546,0.287397,0.251496,0.250020,0.788913,2026-01-17T20:11:56.729393
Q3_Shipping_Priority,1,280.903,0.362637,0.264117,0.256779,0.883534,2026-01-17T20:11:59.097628
Q3_Shipping_Priority,1,283.272,0.326429,0.261892,0.237151,0.825472,2026-01-17T20:12:01.456698
Q3_Shipping_Priority,1,285.631,0.299148,0.256872,0.256235,0.812256,2026-01-17T20:12:03.832437
Q3_Shipping_Priority,1,288.006,0.338221,0.251024,0.271081,0.860326,2026-01-17T20:12:06.183318
Q3_Shipping_Priority,1,290.357,0.328430,0.274288,0.266010,0.868729,2026-01-17T20:12:08.558953
Q3_Shipping_Priority,1,292.733,0.279962,0.255109,0.249422,0.784494,2026-01-17T20:12:10.930277
Q3_Shipping_Priority,1,295.104,0.303970,0.251543,0.262122,0.817635,2026-01-17T20:12:13.300247
Q3_Shipping_Priority,1,297.474,0.345997,0.258353,0.245931,0.850281,2026-01-17T20:12:15.657973
Q3_Shipping_Priority,1,299.832,0.330686,0.286124,0.265083,0.881892,2026-01-17T20:12:18.007872
Q3_Shipping_Priority,1,302.182,0.276888,0.251053,0.281813,0.809754,2026-01-17T20:12:20.376187
Q3_Shipping_Priority,1,304.550,0.292611,0.266418,0.263607,0.822637,2026-01-17T20:12:22.733652
Q3_Shipping_Priority,1,306.908,0.354053,0.250761,0.247996,0.852810,2026-01-17T20:12:25.094033
Q3_Shipping_Priority,1,309.268,0.287582,0.246200,0.248631,0.782414,2026-01-17T20:12:27.445725
Q3_Shipping_Priority,1,311.620,0.312614,0.259347,0.257738,0.829699,2026-01-17T20:12:29.807845
Q3_Shipping_Priority,1,313.982,0.300920,0.252888,0.270201,0.824009,2026-01-17T20:12:32.165282
Q3_Shipping_Priority,1,316.339,0.346134,0.265072,0.251640,0.862846,2026-01-17T20:12:34.544837
Q3_Shipping_Priority,1,318.719,0.333909,0.276128,0.280505,0.890542,2026-01-17T20:12:36.899926
Q3_Shipping_Priority,1,321.074,0.289543,0.261158,0.260712,0.811413,2026-01-17T20:12:39.259727
Q3_Shipping_Priority,1,323.434,0.303898,0.264818,0.252549,0.821265,2026-01-17T20:12:41.612033
Q3_Shipping_Priority,1,325.786,0.293589,0.246324,0.255787,0.795700,2026-01-17T20:12:43.959424
Q3_Shipping_Priority,1,328.134,0.347072,0.302550,0.252165,0.901788,2026-01-17T20:12:46.318110
Q3_Shipping_Priority,1,330.492,0.310239,0.290978,0.252233,0.853450,2026-01-17T20:12:48.660514
Q3_Shipping_Priority,1,332.835,0.287639,0.253486,0.241640,0.782766,2026-01-17T20:12:51.033655
Q3_Shipping_Priority,1,335.208,0.300809,0.257794,0.264236,0.822839,2026-01-17T20:12:53.385909
Q3_Shipping_Priority,1,337.560,0.342643,0.236875,0.260316,0.839833,2026-01-17T20:12:55.752723
Q3_Shipping_Priority,1,339.927,0.317998,0.264459,0.266035,0.848492,2026-01-17T20:12:58.135200
Q3_Shipping_Priority,1,342.309,0.296127,0.253383,0.251965,0.801476,2026-01-17T20:13:00.498171
Q3_Shipping_Priority,1,344.672,0.295958,0.244874,0.251379,0.792211,2026-01-17T20:13:02.860627
Q3_Shipping_Priority,1,347.035,0.347706,0.251166,0.241594,0.840465,2026-01-17T20:13:05.218266
Q3_Shipping_Priority,1,349.392,0.302022,0.260973,0.262211,0.825206,2026-01-17T20:13:07.578457
Q3_Shipping_Priority,1,351.753,0.307615,0.249486,0.241204,0.798304,2026-01-17T20:13:09.919849
Q3_Shipping_Priority,1,354.094,0.277360,0.247715,0.244728,0.769803,2026-01-17T20:13:12.277501
Q3_Shipping_Priority,1,356.452,0.300273,0.254189,0.251835,0.806297,2026-01-17T20:13:14.646849
Q3_Shipping_Priority,1,358.821,0.338941,0.244979,0.242857,0.826777,2026-01-17T20:13:17.006433
Q3_Shipping_Priority,1,361.181,0.300449,0.258290,0.252403,0.811142,2026-01-17T20:13:19.355369
Q3_Shipping_Priority,1,363.529,0.307914,0.267792,0.294415,0.870120,2026-01-17T20:13:21.714636
Q3_Shipping_Priority,1,365.889,0.286656,0.257588,0.251055,0.795300,2026-01-17T20:13:24.079152
Q3_Shipping_Priority,1,368.253,0.392402,0.251101,0.260540,0.904043,2026-01-17T20:13:26.434314
Q3_Shipping_Priority,1,370.608,0.401113,0.243893,0.269203,0.914210,2026-01-17T20:13:28.785225
Q3_Shipping_Priority,1,372.959,0.302431,0.242856,0.241218,0.786505,2026-01-17T20:13:31.153575
Q3_Shipping_Priority,1,375.328,0.164535,0.097705,0.094991,0.357231,2026-01-17T20:13:33.574206
Q3_Shipping_Priority,1,377.748,0.265753,0.169086,0.170685,0.605524,2026-01-17T20:13:35.922849
Q3_Shipping_Priority,1,380.097,0.261813,0.205229,0.204816,0.671858,2026-01-17T20:13:38.272249
Q3_Shipping_Priority,1,382.446,0.192057,0.128883,0.121812,0.442752,2026-01-17T20:13:40.635287
Q3_Shipping_Priority,1,384.809,0.281279,0.259948,0.248185,0.789412,2026-01-17T20:13:42.996220
Q3_Shipping_Priority,1,387.170,0.351931,0.254852,0.253006,0.859789,2026-01-17T20:13:45.345894
Q3_Shipping_Priority,1,389.520,0.299551,0.286929,0.265130,0.851610,2026-01-17T20:13:47.700154
Q3_Shipping_Priority,1,391.874,0.299279,0.262094,0.266052,0.827425,2026-01-17T20:13:50.069939
Q3_Shipping_Priority,1,394.244,0.299357,0.262785,0.264983,0.827125,2026-01-17T20:13:52.427804
Q3_Shipping_Priority,1,396.602,0.336566,0.277443,0.248370,0.862379,2026-01-17T20:13:54.786963
Q3_Shipping_Priority,1,398.961,0.325996,0.227261,0.256523,0.809781,2026-01-17T20:13:57.162419
Q3_Shipping_Priority,1,401.336,0.398283,0.269048,0.255381,0.922712,2026-01-17T20:13:59.514316
Q3_Shipping_Priority,1,403.688,0.291008,0.248118,0.237884,0.777010,2026-01-17T20:14:01.867960
Q3_Shipping_Priority,1,406.042,0.295645,0.250677,0.251921,0.798243,2026-01-17T20:14:04.217656
Q3_Shipping_Priority,1,408.392,0.351493,0.252455,0.275698,0.879646,2026-01-17T20:14:06.588735
Q3_Shipping_Priority,1,410.763,0.319058,0.254910,0.259915,0.833883,2026-01-17T20:14:08.948094
Q3_Shipping_Priority,1,413.122,0.311293,0.281543,0.255979,0.848815,2026-01-17T20:14:11.333353
Q3_Shipping_Priority,1,415.507,0.306573,0.264771,0.239631,0.810976,2026-01-17T20:14:13.683538
Q3_Shipping_Priority,1,417.858,0.369468,0.255678,0.282009,0.907155,2026-01-17T20:14:16.041738
Q3_Shipping_Priority,1,420.216,0.313609,0.266059,0.271647,0.851315,2026-01-17T20:14:18.415100
Q3_Shipping_Priority,1,422.589,0.310053,0.255114,0.288304,0.853471,2026-01-17T20:14:20.771448
Q3_Shipping_Priority,1,424.946,0.302614,0.266625,0.263843,0.833082,2026-01-17T20:14:23.122459
Q3_Shipping_Priority,1,427.296,0.373308,0.269847,0.262946,0.906101,2026-01-17T20:14:25.471790
Q3_Shipping_Priority,1,429.646,0.310505,0.229401,0.259951,0.799857,2026-01-17T20:14:27.825138
Q3_Shipping_Priority,1,431.999,0.334913,0.265861,0.276329,0.877104,2026-01-17T20:14:30.176958
Q3_Shipping_Priority,1,434.351,0.308789,0.261750,0.271336,0.841875,2026-01-17T20:14:32.536313
Q3_Shipping_Priority,1,436.710,0.309336,0.250308,0.262465,0.822108,2026-01-17T20:14:34.893544
Q3_Shipping_Priority,1,439.068,0.328514,0.247965,0.253336,0.829815,2026-01-17T20:14:37.257882
Q3_Shipping_Priority,1,441.432,0.327839,0.271385,0.267726,0.866950,2026-01-17T20:14:39.606515
Q3_Shipping_Priority,1,443.781,0.305216,0.259296,0.248271,0.812783,2026-01-17T20:14:41.962200
Q3_Shipping_Priority,1,446.136,0.318118,0.256512,0.260095,0.834725,2026-01-17T20:14:44.328883
Q3_Shipping_Priority,1,448.503,0.359246,0.294747,0.248591,0.902584,2026-01-17T20:14:46.688992
Q3_Shipping_Priority,1,450.863,0.290046,0.267144,0.267119,0.824308,2026-01-17T20:14:49.051765
Q3_Shipping_Priority,1,453.226,0.320503,0.280884,0.267595,0.868982,2026-01-17T20:14:51.415520
Q3_Shipping_Priority,1,455.590,0.313432,0.274037,0.251198,0.838666,2026-01-17T20:14:53.777595
Q3_Shipping_Priority,1,457.952,0.363178,0.236409,0.243343,0.842930,2026-01-17T20:14:56.128728
Q3_Shipping_Priority,1,460.303,0.371669,0.262098,0.268401,0.902169,2026-01-17T20:14:58.488117
Q3_Shipping_Priority,1,462.662,0.307980,0.253581,0.255650,0.817210,2026-01-17T20:15:00.849524
Q3_Shipping_Priority,1,465.024,0.285097,0.262477,0.253112,0.800686,2026-01-17T20:15:03.209284
Q3_Shipping_Priority,1,467.383,0.320149,0.265390,0.244312,0.829851,2026-01-17T20:15:05.595227
Q3_Shipping_Priority,1,469.769,0.347456,0.268216,0.251483,0.867155,2026-01-17T20:15:07.950631
Q3_Shipping_Priority,1,472.125,0.301176,0.264940,0.267046,0.833162,2026-01-17T20:15:10.314400
Q3_Shipping_Priority,1,474.488,0.310700,0.251613,0.272618,0.834932,2026-01-17T20:15:12.671659
Q3_Shipping_Priority,1,476.846,0.311623,0.254741,0.261269,0.827633,2026-01-17T20:15:15.028154
Q3_Shipping_Priority,1,479.202,0.323567,0.248756,0.252788,0.825112,2026-01-17T20:15:17.393399
Q3_Shipping_Priority,1,481.567,0.324929,0.266598,0.253834,0.845361,2026-01-17T20:15:19.761209
Q3_Shipping_Priority,1,483.935,0.290664,0.254262,0.303778,0.848704,2026-01-17T20:15:22.127306
Q3_Shipping_Priority,1,486.301,0.306557,0.252789,0.237382,0.796728,2026-01-17T20:15:24.480918
Q3_Shipping_Priority,1,488.655,0.351358,0.258375,0.267844,0.877576,2026-01-17T20:15:26.836346
Q3_Shipping_Priority,1,491.010,0.316473,0.264620,0.270361,0.851454,2026-01-17T20:15:29.179434
Q3_Shipping_Priority,1,493.354,0.296710,0.255256,0.254362,0.806329,2026-01-17T20:15:31.525504
Q3_Shipping_Priority,1,495.700,0.311180,0.269700,0.269783,0.850663,2026-01-17T20:15:33.876832
Q3_Shipping_Priority,1,498.051,0.343166,0.249258,0.238177,0.830601,2026-01-17T20:15:36.243522
Q3_Shipping_Priority,1,500.418,0.313346,0.277697,0.274790,0.865833,2026-01-17T20:15:38.606772
Q3_Shipping_Priority,1,502.781,0.302158,0.251100,0.259026,0.812284,2026-01-17T20:15:40.974566
Q3_Shipping_Priority,1,505.149,0.317374,0.254504,0.322606,0.894484,2026-01-17T20:15:43.333966
Q3_Shipping_Priority,1,507.508,0.301946,0.248561,0.251817,0.802324,2026-01-17T20:15:45.701414
Q3_Shipping_Priority,1,509.875,0.355994,0.293646,0.268303,0.917943,2026-01-17T20:15:48.063592
Q3_Shipping_Priority,1,512.238,0.313383,0.261189,0.261050,0.835622,2026-01-17T20:15:50.431907
Q3_Shipping_Priority,1,514.606,0.292575,0.261648,0.269003,0.823226,2026-01-17T20:15:52.782081
Q3_Shipping_Priority,1,516.956,0.325725,0.253360,0.271988,0.851073,2026-01-17T20:15:55.131959
Q3_Shipping_Priority,1,519.306,0.362349,0.257632,0.266611,0.886592,2026-01-17T20:15:57.498317
Q3_Shipping_Priority,1,521.672,0.354405,0.273468,0.252650,0.880523,2026-01-17T20:15:59.866623
Q3_Shipping_Priority,1,524.041,0.306725,0.238765,0.254645,0.800136,2026-01-17T20:16:02.224345
Q3_Shipping_Priority,1,526.398,0.325386,0.247883,0.258190,0.831460,2026-01-17T20:16:04.578935
Q3_Shipping_Priority,1,528.753,0.335079,0.240543,0.248113,0.823736,2026-01-17T20:16:06.923493
Q3_Shipping_Priority,1,531.098,0.312704,0.280591,0.279492,0.872787,2026-01-17T20:16:09.282930
Q3_Shipping_Priority,1,533.457,0.278614,0.252636,0.248148,0.779398,2026-01-17T20:16:11.639603
Q3_Shipping_Priority,1,535.814,0.326018,0.242850,0.253244,0.822112,2026-01-17T20:16:14.005842
Q3_Shipping_Priority,1,538.180,0.357601,0.274012,0.254052,0.885666,2026-01-17T20:16:16.350187
Q3_Shipping_Priority,1,540.524,0.314239,0.357065,0.275953,0.947257,2026-01-17T20:16:18.722907
Q3_Shipping_Priority,1,542.897,0.286326,0.254084,0.325150,0.865560,2026-01-17T20:16:21.078451
Q3_Shipping_Priority,1,545.253,0.296783,0.265677,0.279083,0.841543,2026-01-17T20:16:23.435389
Q3_Shipping_Priority,1,547.609,0.311302,0.251411,0.239447,0.802160,2026-01-17T20:16:25.806734
Q3_Shipping_Priority,1,549.981,0.340622,0.246625,0.286541,0.873788,2026-01-17T20:16:28.189920
Q3_Shipping_Priority,1,552.364,0.292708,0.282891,0.252362,0.827961,2026-01-17T20:16:30.544335
Q3_Shipping_Priority,1,554.718,0.307580,0.260358,0.253334,0.821272,2026-01-17T20:16:32.905148
Q3_Shipping_Priority,1,557.079,0.291490,0.250688,0.247660,0.789837,2026-01-17T20:16:35.257919
Q3_Shipping_Priority,1,559.432,0.354678,0.251427,0.259181,0.865286,2026-01-17T20:16:37.611227
Q3_Shipping_Priority,1,561.785,0.285654,0.253869,0.253008,0.792531,2026-01-17T20:16:39.952851
Q3_Shipping_Priority,1,564.127,0.295539,0.263476,0.256380,0.815395,2026-01-17T20:16:42.304740
Q3_Shipping_Priority,1,566.479,0.305988,0.240403,0.250236,0.796628,2026-01-17T20:16:44.658735
Q3_Shipping_Priority,1,568.833,0.318032,0.321005,0.229206,0.868244,2026-01-17T20:16:47.009395
Q3_Shipping_Priority,1,571.183,0.300487,0.284518,0.264484,0.849488,2026-01-17T20:16:49.358332
Q3_Shipping_Priority,1,573.532,0.305835,0.261313,0.267588,0.834736,2026-01-17T20:16:51.716449
Q3_Shipping_Priority,1,575.891,0.318836,0.260216,0.249192,0.828245,2026-01-17T20:16:54.066996
Q3_Shipping_Priority,1,578.241,0.321599,0.264034,0.258627,0.844260,2026-01-17T20:16:56.415453
Q3_Shipping_Priority,1,580.590,0.403381,0.272372,0.276467,0.952220,2026-01-17T20:16:58.770847
Q3_Shipping_Priority,1,582.945,0.315735,0.247118,0.253058,0.815911,2026-01-17T20:17:01.132481
Q3_Shipping_Priority,1,585.307,0.306188,0.271229,0.249675,0.827093,2026-01-17T20:17:03.486156
Q3_Shipping_Priority,1,587.660,0.332645,0.266283,0.241601,0.840528,2026-01-17T20:17:05.858349
Q3_Shipping_Priority,1,590.032,0.347854,0.253178,0.295525,0.896558,2026-01-17T20:17:08.211667
Q3_Shipping_Priority,1,592.386,0.316136,0.270864,0.261018,0.848018,2026-01-17T20:17:10.569965
